Gene stable ID	Gene name
ENSG00000166825	ANPEP
ENSG00000166855	CLPX
ENSG00000166908	PIP4K2C
ENSG00000166923	GREM1
ENSG00000166960	CCDC178
ENSG00000166974	MAPRE2
ENSG00000166986	MARS
ENSG00000167005	NUDT21
ENSG00000167094	TTC16
ENSG00000167112	TRUB2
ENSG00000167114	SLC27A4
ENSG00000167123	CERCAM
ENSG00000167191	GPRC5B
ENSG00000167272	POP5
ENSG00000167283	ATP5L
ENSG00000167323	STIM1
ENSG00000167394	ZNF668
ENSG00000167397	VKORC1
ENSG00000167460	TPM4
ENSG00000167461	RAB8A
ENSG00000167468	GPX4
ENSG00000167491	GATAD2A
ENSG00000167526	RPL13
ENSG00000167548	KMT2D
ENSG00000167552	TUBA1A
ENSG00000167553	TUBA1C
ENSG00000167566	NCKAP5L
ENSG00000167604	NFKBID
ENSG00000167615	LENG8
ENSG00000167632	TRAPPC9
ENSG00000167633	KIR3DL1
ENSG00000167645	YIF1B
ENSG00000167674	HDGFRP2
ENSG00000167720	SRR
ENSG00000167721	TSR1
ENSG00000167768	KRT1
ENSG00000167778	SPRYD3
ENSG00000167792	NDUFV1
ENSG00000167815	PRDX2
ENSG00000167863	ATP5H
ENSG00000167996	FTH1
ENSG00000168000	BSCL2
ENSG00000168002	POLR2G
ENSG00000168005	C11orf84
ENSG00000168066	SF1
ENSG00000168148	HIST3H3
ENSG00000168259	DNAJC7
ENSG00000168291	PDHB
ENSG00000168298	HIST1H1E
ENSG00000168386	FILIP1L
ENSG00000168398	BDKRB2
ENSG00000168488	ATXN2L
ENSG00000168497	SDPR
ENSG00000168502	SOGA2
ENSG00000168615	ADAM9
ENSG00000168653	NDUFS5
ENSG00000168679	SLC16A4
ENSG00000168807	SNTB2
ENSG00000168818	STX18
ENSG00000168872	DDX19A
ENSG00000168883	USP39
ENSG00000168894	RNF181
ENSG00000168899	VAMP5
ENSG00000168906	MAT2A
ENSG00000168924	LETM1
ENSG00000169062	UPF3A
ENSG00000169067	ACTBL2
ENSG00000169100	SLC25A6
ENSG00000169126	ARMC4
ENSG00000169180	XPO6
ENSG00000169193	CCDC126
ENSG00000169221	TBC1D10B
ENSG00000169223	LMAN2
ENSG00000169372	CRADD
ENSG00000169410	PTPN9
ENSG00000169432	SCN9A
ENSG00000169446	MMGT1
ENSG00000169469	SPRR1B
ENSG00000169474	SPRR1A
ENSG00000169504	CLIC4
ENSG00000169599	NFU1
ENSG00000169604	ANTXR1
ENSG00000169641	LUZP1
ENSG00000169682	SPNS1
ENSG00000169718	DUS1L
ENSG00000169727	GPS1
ENSG00000169764	UGP2
ENSG00000169813	HNRNPF
ENSG00000169855	ROBO1
ENSG00000169871	TRIM56
ENSG00000169903	TM4SF4
ENSG00000169905	TOR1AIP2
ENSG00000169919	GUSB
ENSG00000169976	SF3B5
ENSG00000170088	TMEM192
ENSG00000170144	HNRNPA3
ENSG00000170242	USP47
ENSG00000170266	GLB1
ENSG00000170348	TMED10
ENSG00000170421	KRT8
ENSG00000170525	PFKFB3
ENSG00000170624	SGCD
ENSG00000170786	SDR16C5
ENSG00000170860	LSM3
ENSG00000170876	TMEM43
ENSG00000170889	RPS9
ENSG00000170955	PRKCDBP
ENSG00000171105	INSR
ENSG00000171109	MFN1
ENSG00000171202	TMEM126A
ENSG00000171262	FAM98B
ENSG00000171311	EXOSC1
ENSG00000171314	PGAM1
ENSG00000171345	KRT19
ENSG00000171346	KRT15
ENSG00000171401	KRT13
ENSG00000171403	KRT9
ENSG00000171453	POLR1C
ENSG00000171490	RSL1D1
ENSG00000171566	PLRG1
ENSG00000171612	SLC25A33
ENSG00000171634	BPTF
ENSG00000171763	SPATA5L1
ENSG00000171777	RASGRP4
ENSG00000171793	CTPS1
ENSG00000171798	KNDC1
ENSG00000171824	EXOSC10
ENSG00000171843	MLLT3
ENSG00000171848	RRM2
ENSG00000171858	RPS21
ENSG00000171861	RNMTL1
ENSG00000171863	RPS7
ENSG00000172062	SMN1
ENSG00000172139	SLC9C1
ENSG00000172236	TPSAB1
ENSG00000172239	PAIP1
ENSG00000172270	BSG
ENSG00000172292	CERS6
ENSG00000172366	FAM195A
ENSG00000172493	AFF1
ENSG00000172500	FIBP
ENSG00000172575	RASGRP1
ENSG00000172586	CHCHD1
ENSG00000172638	EFEMP2
ENSG00000172663	TMEM134
ENSG00000172716	SLFN11
ENSG00000172757	CFL1
ENSG00000172766	NAA16
ENSG00000172775	FAM192A
ENSG00000172809	RPL38
ENSG00000172867	KRT2
ENSG00000172893	DHCR7
ENSG00000172935	MRGPRF
ENSG00000172943	PHF8
ENSG00000173110	HSPA6
ENSG00000173113	TRMT112
ENSG00000173171	MTX1
ENSG00000173210	ABLIM3
ENSG00000173213	RP11-683L23.1
ENSG00000173218	VANGL1
ENSG00000173226	IQCB1
ENSG00000173409	ARV1
ENSG00000173465	SSSCA1
ENSG00000173530	TNFRSF10D
ENSG00000173540	GMPPB
ENSG00000173542	MOB1B
ENSG00000173545	ZNF622
ENSG00000173546	CSPG4
ENSG00000173611	SCAI
ENSG00000173614	NMNAT1
ENSG00000173660	UQCRH
ENSG00000173674	EIF1AX
ENSG00000173692	PSMD1
ENSG00000173801	JUP
ENSG00000173821	RNF213
ENSG00000173826	KCNH6
ENSG00000173852	DPY19L1
ENSG00000173898	SPTBN2
ENSG00000173914	RBM4B
ENSG00000173915	USMG5
ENSG00000173933	RBM4
ENSG00000174021	GNG5
ENSG00000174106	LEMD3
ENSG00000174173	TRMT10C
ENSG00000174227	PIGG
ENSG00000174233	ADCY6
ENSG00000174243	DDX23
ENSG00000174307	PHLDA3
ENSG00000174373	RALGAPA1
ENSG00000174437	ATP2A2
ENSG00000174442	ZWILCH
ENSG00000174547	MRPL11
ENSG00000174607	UGT8
ENSG00000174684	B3GNT1
ENSG00000174748	RPL15
ENSG00000174749	C4orf32
ENSG00000174791	RIN1
ENSG00000174807	CD248
ENSG00000174903	RAB1B
ENSG00000174915	PTDSS2
ENSG00000174917	C19orf70
ENSG00000175063	UBE2C
ENSG00000175110	MRPS22
ENSG00000175130	MARCKSL1
ENSG00000175183	CSRP2
ENSG00000175198	PCCA
ENSG00000175203	DCTN2
ENSG00000175215	CTDSP2
ENSG00000175216	CKAP5
ENSG00000175220	ARHGAP1
ENSG00000175274	TP53I11
ENSG00000175467	SART1
ENSG00000175470	PPP2R2D
ENSG00000175550	DRAP1
ENSG00000175792	RUVBL1
ENSG00000175820	CCDC168
ENSG00000175906	ARL4D
ENSG00000175931	UBE2O
ENSG00000176014	TUBB6
ENSG00000176055	MBLAC2
ENSG00000176101	SSNA1
ENSG00000176102	CSTF3
ENSG00000176148	TCP11L1
ENSG00000176340	COX8A
ENSG00000176407	KCMF1
ENSG00000176531	PHLDB3
ENSG00000176788	BASP1
ENSG00000176890	TYMS
ENSG00000176927	EFCAB5
ENSG00000176978	DPP7
ENSG00000177084	POLE
ENSG00000177105	RHOG
ENSG00000177119	ANO6
ENSG00000177425	PAWR
ENSG00000177542	SLC25A22
ENSG00000177600	RPLP2
ENSG00000177646	ACAD9
ENSG00000177700	POLR2L
ENSG00000177731	FLII
ENSG00000177733	HNRNPA0
ENSG00000177830	CHID1
ENSG00000177963	RIC8A
ENSG00000177971	IMP3
ENSG00000178028	DMAP1
ENSG00000178035	IMPDH2
ENSG00000178053	MLF1
ENSG00000178057	NDUFAF3
ENSG00000178096	BOLA1
ENSG00000178104	PDE4DIP
ENSG00000178127	NDUFV2
ENSG00000178209	PLEC
ENSG00000178252	WDR6
ENSG00000178307	TMEM11
ENSG00000178372	CALML5
ENSG00000178462	TUBAL3
ENSG00000178498	DTX3
ENSG00000178695	KCTD12
ENSG00000178741	COX5A
ENSG00000178764	ZHX2
ENSG00000178904	DPY19L3
ENSG00000178950	GAK
ENSG00000178982	EIF3K
ENSG00000178996	SNX18
ENSG00000179010	MRFAP1
ENSG00000179085	DPM3
ENSG00000179091	CYC1
ENSG00000179115	FARSA
ENSG00000179163	FUCA1
ENSG00000179172	HNRNPCL1
ENSG00000179222	MAGED1
ENSG00000179409	GEMIN4
ENSG00000179455	MKRN3
ENSG00000179526	SHARPIN
ENSG00000179869	ABCA13
ENSG00000179950	PUF60
ENSG00000179958	DCTPP1
ENSG00000180043	FAM71E2
ENSG00000180185	FAHD1
ENSG00000180340	FZD2
ENSG00000180573	HIST1H2AC
ENSG00000180574	EIF2S3L
ENSG00000180777	ANKRD30B
ENSG00000180817	PPA1
ENSG00000180879	SSR4
ENSG00000180901	KCTD2
ENSG00000180914	OXTR
ENSG00000181029	TRAPPC5
ENSG00000181061	HIGD1A
ENSG00000181072	CHRM2
ENSG00000181090	EHMT1
ENSG00000181104	F2R
ENSG00000181218	HIST3H2A
ENSG00000181323	SPEM1
ENSG00000181555	SETD2
ENSG00000181788	SIAH2
ENSG00000181789	COPG1
ENSG00000181852	RNF41
ENSG00000181958	OR4A15
ENSG00000182087	TMEM259
ENSG00000182095	TNRC18
ENSG00000182196	ARL6IP4
ENSG00000182199	SHMT2
ENSG00000182208	MOB2
ENSG00000182220	ATP6AP2
ENSG00000182240	BACE2
ENSG00000182400	TRAPPC6B
ENSG00000182446	NPLOC4
ENSG00000182473	EXOC7
ENSG00000182534	MXRA7
ENSG00000182712	CMC4
ENSG00000182774	RPS17L
ENSG00000182809	CRIP2
ENSG00000182810	DDX28
ENSG00000182872	RBM10
ENSG00000182899	RPL35A
ENSG00000182902	SLC25A18
ENSG00000182923	CEP63
ENSG00000182934	SRPR
ENSG00000183010	PYCR1
ENSG00000183020	AP2A2
ENSG00000183032	SLC25A21
ENSG00000183044	ABAT
ENSG00000183048	SLC25A10
ENSG00000183230	CTNNA3
ENSG00000183255	PTTG1IP
ENSG00000183311	TUBB
ENSG00000183347	GBP6
ENSG00000183431	SF3A3
ENSG00000183454	GRIN2A
ENSG00000183527	PSMG1
ENSG00000183570	PCBP3
ENSG00000183648	NDUFB1
ENSG00000183655	KLHL25
ENSG00000183742	MACC1
ENSG00000183751	TBL3
ENSG00000183785	TUBA8
ENSG00000183853	KIRREL
ENSG00000183978	COA3
ENSG00000184009	ACTG1
ENSG00000184047	DIABLO
ENSG00000184076	UQCR10
ENSG00000184117	NIPSNAP1
ENSG00000184216	IRAK1
ENSG00000184260	HIST2H2AC
ENSG00000184270	HIST2H2AB
ENSG00000184357	HIST1H1B
ENSG00000184445	KNTC1
ENSG00000184575	XPOT
ENSG00000184640	SEPT9
ENSG00000184675	AMER1
ENSG00000184678	HIST2H2BE
ENSG00000184743	ATL3
ENSG00000184787	UBE2G2
ENSG00000184840	TMED9
ENSG00000184897	H1FX
ENSG00000184967	NOC4L
ENSG00000185022	MAFF
ENSG00000185024	BRF1
ENSG00000185088	RPS27L
ENSG00000185130	HIST1H2BL
ENSG00000185164	NOMO2
ENSG00000185236	RAB11B
ENSG00000185238	PRMT3
ENSG00000185246	PRPF39
ENSG00000185432	METTL7A
ENSG00000185475	TMEM179B
ENSG00000185479	KRT6B
ENSG00000185567	AHNAK2
ENSG00000185624	P4HB
ENSG00000185627	PSMD13
ENSG00000185697	MYBL1
ENSG00000185721	DRG1
ENSG00000185722	ANKFY1
ENSG00000185885	IFITM1
ENSG00000185963	BICD2
ENSG00000186049	KRT73
ENSG00000186081	KRT5
ENSG00000186153	WWOX
ENSG00000186283	TOR3A
ENSG00000186395	KRT10
ENSG00000186469	GNG2
ENSG00000186472	PCLO
ENSG00000186648	LRRC16B
ENSG00000186660	ZFP91
ENSG00000186832	KRT16
ENSG00000186847	KRT14
ENSG00000186871	ERCC6L
ENSG00000186908	ZDHHC17
ENSG00000187164	KIAA1598
ENSG00000187240	DYNC2H1
ENSG00000187243	MAGED4B
ENSG00000187325	TAF9B
ENSG00000187446	CHP1
ENSG00000187475	HIST1H1T
ENSG00000187688	TRPV2
ENSG00000187741	FANCA
ENSG00000187772	LIN28B
ENSG00000187837	HIST1H1C
ENSG00000187838	TMEM256-PLSCR3
ENSG00000188026	RILPL1
ENSG00000188158	NHS
ENSG00000188167	TMPPE
ENSG00000188211	NCR3LG1
ENSG00000188219	POTEE
ENSG00000188229	TUBB4B
ENSG00000188257	PLA2G2A
ENSG00000188315	C3orf62
ENSG00000188375	H3F3C
ENSG00000188529	SRSF10
ENSG00000188536	HBA2
ENSG00000188643	S100A16
ENSG00000188846	RPL14
ENSG00000188848	BEND4
ENSG00000188878	FBF1
ENSG00000188986	NELFB
ENSG00000189043	NDUFA4
ENSG00000189050	RNFT1
ENSG00000189091	SF3B3
ENSG00000189171	S100A13
ENSG00000189184	PCDH18
ENSG00000189241	TSPYL1
ENSG00000189369	GSPT2
ENSG00000196141	SPATS2L
ENSG00000196154	S100A4
ENSG00000196230	TUBB
ENSG00000196236	XPNPEP3
ENSG00000196290	NIF3L1
ENSG00000196313	POM121
ENSG00000196329	GIMAP5
ENSG00000196365	LONP1
ENSG00000196396	PTPN1
ENSG00000196405	EVL
ENSG00000196415	PRTN3
ENSG00000196459	TRAPPC2
ENSG00000196465	MYL6B
ENSG00000196504	PRPF40A
ENSG00000196510	ANAPC7
ENSG00000196576	PLXNB2
ENSG00000196586	MYO6
ENSG00000196604	POTEF
ENSG00000196632	WNK3
ENSG00000196712	NF1
ENSG00000196715	VKORC1L1
ENSG00000196754	S100A2
ENSG00000196776	CD47
ENSG00000196792	STRN3
ENSG00000196805	SPRR2B
ENSG00000196814	MVB12B
ENSG00000196834	POTEI
ENSG00000196866	HIST1H2AD
ENSG00000196914	ARHGEF12
ENSG00000196923	PDLIM7
ENSG00000196924	FLNA
ENSG00000196943	NOP9
ENSG00000196950	SLC39A10
ENSG00000196976	LAGE3
ENSG00000197006	METTL9
ENSG00000197081	IGF2R
ENSG00000197102	DYNC1H1
ENSG00000197168	NEK5
ENSG00000197170	PSMD12
ENSG00000197256	KANK2
ENSG00000197296	FITM2
ENSG00000197299	BLM
ENSG00000197324	LRP10
ENSG00000197386	HTT
ENSG00000197409	HIST1H3D
ENSG00000197498	RPF2
ENSG00000197530	MIB2
ENSG00000197535	MYO5A
ENSG00000197594	ENPP1
ENSG00000197601	FAR1
ENSG00000197683	KRTAP26-1
ENSG00000197694	SPTAN1
ENSG00000197696	NMB
ENSG00000197728	RPS26
ENSG00000197756	RPL37A
ENSG00000197757	HOXC6
ENSG00000197780	TAF13
ENSG00000197785	ATAD3A
ENSG00000197858	GPAA1
ENSG00000197879	MYO1C
ENSG00000197903	HIST1H2BK
ENSG00000197915	HRNR
ENSG00000197956	S100A6
ENSG00000197965	MPZL1
ENSG00000197982	C1orf122
ENSG00000198015	MRPL42
ENSG00000198034	RPS4X
ENSG00000198113	TOR4A
ENSG00000198121	LPAR1
ENSG00000198168	SVIP
ENSG00000198189	HSD17B11
ENSG00000198242	RPL23A
ENSG00000198363	ASPH
ENSG00000198380	GFPT1
ENSG00000198408	MGEA5
ENSG00000198467	TPM2
ENSG00000198492	YTHDF2
ENSG00000198522	GPN1
ENSG00000198561	CTNND1
ENSG00000198604	BAZ1A
ENSG00000198612	COPS8
ENSG00000198642	KLHL9
ENSG00000198680	TUSC1
ENSG00000198690	FAN1
ENSG00000198700	IPO9
ENSG00000198712	MT-CO2
ENSG00000198721	ECI2
ENSG00000198730	CTR9
ENSG00000198732	SMOC1
ENSG00000198755	RPL10A
ENSG00000198791	CNOT7
ENSG00000198793	MTOR
ENSG00000198799	LRIG2
ENSG00000198804	MT-CO1
ENSG00000198818	SFT2D1
ENSG00000198830	HMGN2
ENSG00000198836	OPA1
ENSG00000198856	OSTC
ENSG00000198862	LTN1
ENSG00000198887	SMC5
ENSG00000198899	MT-ATP6
ENSG00000198901	PRC1
ENSG00000198918	RPL39
ENSG00000198931	APRT
ENSG00000198945	L3MBTL3
ENSG00000198961	PJA2
ENSG00000203485	INF2
ENSG00000203667	COX20
ENSG00000203785	SPRR2E
ENSG00000203786	KPRP
ENSG00000203812	HIST2H2AA4
ENSG00000203814	HIST2H2BF
ENSG00000203852	HIST2H3A
ENSG00000203879	GDI1
ENSG00000203965	EFCAB7
ENSG00000204186	ZDBF2
ENSG00000204256	BRD2
ENSG00000204381	LAYN
ENSG00000204389	HSPA1A
ENSG00000204390	HSPA1L
ENSG00000204463	BAG6
ENSG00000204478	PRAMEF20
ENSG00000204525	HLA-C
ENSG00000204673	AKT1S1
ENSG00000204842	ATXN2
ENSG00000204843	DCTN1
ENSG00000204954	C12orf73
ENSG00000204983	PRSS1
ENSG00000205307	SAP25
ENSG00000205336	GPR56
ENSG00000205420	KRT6A
ENSG00000205476	CCDC85C
ENSG00000205531	NAP1L4
ENSG00000205542	TMSB4X
ENSG00000205571	SMN2
ENSG00000205609	EIF3CL
ENSG00000205765	C5orf51
ENSG00000205808	PPAPDC2
ENSG00000205838	TTC23L
ENSG00000205937	RNPS1
ENSG00000205978	NYNRIN
ENSG00000206279	DAXX
ENSG00000206281	TAPBP
ENSG00000206282	RGL2
ENSG00000206355	CCHCR1
ENSG00000206383	HSPA1L
ENSG00000206384	COL6A6
ENSG00000206406	CSNK2B
ENSG00000206435	HLA-C
ENSG00000206450	HLA-B
ENSG00000206452	HLA-C
ENSG00000206491	PRR3
ENSG00000206503	HLA-A
ENSG00000206560	ANKRD28
ENSG00000211456	SACM1L
ENSG00000212866	HSPA1B
ENSG00000213190	MLLT11
ENSG00000213203	GIMAP1
ENSG00000213380	COG8
ENSG00000213445	SIPA1
ENSG00000213463	SYNJ2BP
ENSG00000213551	DNAJC9
ENSG00000213593	TMX2
ENSG00000213619	NDUFS3
ENSG00000213639	PPP1CB
ENSG00000213694	S1PR3
ENSG00000213699	SLC35F6
ENSG00000213741	RPS29
ENSG00000213983	AP1G2
ENSG00000214114	MYCBP
ENSG00000214193	SH3D21
ENSG00000214253	FIS1
ENSG00000214285	NPS
ENSG00000214655	ZSWIM8
ENSG00000214753	HNRNPUL2
ENSG00000214814	FER1L6
ENSG00000214944	ARHGEF28
ENSG00000215077	BRD2
ENSG00000215126	CBWD7
ENSG00000215251	FASTKD5
ENSG00000215271	HOMEZ
ENSG00000215328	HSPA1A
ENSG00000217128	FNIP1
ENSG00000218891	ZNF579
ENSG00000221983	UBA52
ENSG00000222038	POTEJ
ENSG00000223367	RPS18
ENSG00000223609	HBD
ENSG00000223980	HLA-A
ENSG00000224156	TUBB
ENSG00000224320	HLA-A
ENSG00000224501	HSPA1B
ENSG00000224608	HLA-B
ENSG00000225663	FAM195B
ENSG00000225691	HLA-C
ENSG00000225830	ERCC6
ENSG00000226060	TRIM26
ENSG00000226173	TAP1
ENSG00000226614	SLC39A7
ENSG00000226784	PGAM4
ENSG00000227500	SCAMP4
ENSG00000227715	HLA-A
ENSG00000227739	TUBB
ENSG00000227746	C4A
ENSG00000227761	BAG6
ENSG00000227794	RPS18
ENSG00000227804	PPP1R10
ENSG00000228253	MT-ATP8
ENSG00000228299	HLA-C
ENSG00000228405	RNF5
ENSG00000228760	BAG6
ENSG00000228849	TNF
ENSG00000228881	TRIM26
ENSG00000229215	HLA-A
ENSG00000229524	BAG6
ENSG00000229684	TUBB
ENSG00000230143	FLOT1
ENSG00000230230	TRIM26
ENSG00000230475	ABHD16A
ENSG00000230624	DDX39B
ENSG00000230678	BRD2
ENSG00000230989	HSBP1
ENSG00000231002	TRIM26
ENSG00000231116	VARS
ENSG00000231500	RPS18
ENSG00000231555	HSPA1B
ENSG00000231641	TRIM26
ENSG00000231834	HLA-A
ENSG00000232112	TMA7
ENSG00000232126	HLA-B
ENSG00000232326	TAP2
ENSG00000232421	TUBB
ENSG00000232575	TUBB
ENSG00000232948	DEFB130
ENSG00000233076	DDAH2
ENSG00000233822	HIST1H2BN
ENSG00000233927	RPS28
ENSG00000234000	PPP1R18
ENSG00000234046	TRIM26
ENSG00000234127	TRIM26
ENSG00000234258	HSPA1L
ENSG00000234475	HSPA1A
ENSG00000234545	FAM133B
ENSG00000234704	BRD2
ENSG00000234745	HLA-B
ENSG00000235067	TUBB
ENSG00000235173	FAM203A
ENSG00000235307	BRD2
ENSG00000235346	HLA-G
ENSG00000235650	RPS18
ENSG00000235657	HLA-A
ENSG00000235941	HSPA1A
ENSG00000236014	VPS52
ENSG00000236251	HSPA1L
ENSG00000237022	HLA-C
ENSG00000237289	CKMT1B
ENSG00000237582	POU5F1
ENSG00000237724	HSPA1A
ENSG00000238196	NOTCH4
ENSG00000239264	TXNDC5
ENSG00000239306	RBM14
ENSG00000239857	GET4
ENSG00000239900	ADSL
ENSG00000240247	DEFA1B
ENSG00000240303	ACAD11
ENSG00000240857	RDH14
ENSG00000240972	MIF
ENSG00000241343	RPL36A
ENSG00000241468	ATP5J2
ENSG00000241553	ARPC4
ENSG00000241794	SPRR2A
ENSG00000241837	ATP5O
ENSG00000242265	PEG10
ENSG00000242372	EIF6
ENSG00000243279	PRAF2
ENSG00000243927	MRPS6
ENSG00000243943	ZNF512
ENSG00000243958	PSMB9
ENSG00000244038	DDOST
ENSG00000244462	RBM12
ENSG00000244734	HBB
ENSG00000244754	N4BP2L2
ENSG00000246705	H2AFJ
ENSG00000247077	PGAM5
ENSG00000249915	PDCD6
ENSG00000249992	TMEM158
ENSG00000250571	GLI4
ENSG00000253626	EIF5AL1
ENSG00000253719	ATXN7L3B
ENSG00000253729	PRKDC
ENSG00000254858	MPV17L2
ENSG00000254986	DPP3
ENSG00000255529	POLR2M
ENSG00000257727	CNPY2
ENSG00000258947	TUBB3
ENSG00000259399	TGIF2-C20orf24
ENSG00000259956	RBM15B
ENSG00000260916	CCPG1
ENSG00000261456	TUBB8
ENSG00000262024	TCF20
ENSG00000262156	APOBEC3A
ENSG00000262327	AGK
ENSG00000262473	GART
ENSG00000262771	SSBP1
ENSG00000262814	MRPL12
ENSG00000262826	INTS3
ENSG00000263001	GTF2I
ENSG00000263163	SLC27A3
ENSG00000263247	PRR4
ENSG00000263290	SCAMP3
ENSG00000265241	RBM8A
ENSG00000265354	TIMM23B
ENSG00000265808	SEC22B
